"UID","Date","country_name","ISO3","Confirmed","Recovered","Deaths"
"10224","3/17/2020","Djibouti","DJI","0","0","0"
"10225","3/17/2020","Dominica","DMA","0","0","0"
"10226","3/17/2020","Dominican Republic","DOM","21","0","1"
"10227","3/17/2020","Ecuador","ECU","58","0","2"
"10228","3/17/2020","Egypt","EGY","196","32","4"
"10229","3/17/2020","El Salvador","SLV","0","0","0"
"10230","3/17/2020","Equatorial Guinea","GNQ","1","0","0"
"10231","3/17/2020","Eritrea","ERI","0","0","0"
"10232","3/17/2020","Estonia","EST","225","1","0"
"10233","3/17/2020","Eswatini","SWZ","1","0","0"
"10234","3/17/2020","Ethiopia","ETH","5","0","0"
"10235","3/17/2020","Fiji","FJI","0","0","0"
"10236","3/17/2020","Finland","FIN","321","10","0"
"10237","3/17/2020","France","FRA","7715","12","149"
"10238","3/17/2020","Gabon","GAB","1","0","0"
"10239","3/17/2020","Gambia","GMB","1","0","0"
"10240","3/17/2020","Georgia","GEO","34","1","0"
"10241","3/17/2020","Germany","DEU","9257","67","24"
"10242","3/17/2020","Ghana","GHA","7","0","0"
"10243","3/17/2020","Greece","GRC","387","8","5"
"10244","3/17/2020","Grenada","GRD","0","0","0"
"10245","3/17/2020","Guatemala","GTM","6","0","1"
"10246","3/17/2020","Guinea","GIN","1","0","0"
"10247","3/17/2020","Guinea-Bissau","GNB","0","0","0"
"10248","3/17/2020","Guyana","GUY","7","0","1"
"10249","3/17/2020","Haiti","HTI","0","0","0"
"10250","3/17/2020","Holy See","VAT","1","0","0"
"10251","3/17/2020","Honduras","HND","8","0","0"
"10252","3/17/2020","Hungary","HUN","50","2","1"
"10253","3/17/2020","Iceland","ISL","220","0","1"
"10254","3/17/2020","India","IND","142","14","3"
"10255","3/17/2020","Indonesia","IDN","172","8","5"
"10256","3/17/2020","Iran","IRN","16169","5389","988"
"10257","3/17/2020","Iraq","IRQ","154","32","11"
"10258","3/17/2020","Ireland","IRL","223","5","2"
"10259","3/17/2020","Israel","ISR","250","11","0"
"10260","3/17/2020","Italy","ITA","31506","2941","2503"
"10261","3/17/2020","Jamaica","JAM","12","2","0"
"10262","3/17/2020","Japan","JPN","878","144","29"
"10263","3/17/2020","Jordan","JOR","34","1","0"
"10264","3/17/2020","Kazakhstan","KAZ","33","0","0"
"10265","3/17/2020","Kenya","KEN","3","0","0"
"10266","3/17/2020","Korea, South","KOR","8320","1407","81"
"10267","3/17/2020","Kosovo","XKS","0","0","0"
"10268","3/17/2020","Kuwait","KWT","130","9","0"
"10269","3/17/2020","Kyrgyzstan","KGZ","0","0","0"
"10270","3/17/2020","Laos","LAO","0","0","0"
"10271","3/17/2020","Latvia","LVA","49","1","0"
"10272","3/17/2020","Lebanon","LBN","120","3","3"
"10273","3/17/2020","Liberia","LBR","1","0","0"
"10274","3/17/2020","Libya","LBY","0","0","0"
"10275","3/17/2020","Liechtenstein","LIE","7","0","0"
"10276","3/17/2020","Lithuania","LTU","25","1","0"
"10277","3/17/2020","Luxembourg","LUX","140","0","1"
"10278","3/17/2020","MS Zaandam",,"0","0","0"
"10279","3/17/2020","Madagascar","MDG","0","0","0"
"10280","3/17/2020","Malawi","MWI","0","0","0"
"10281","3/17/2020","Malaysia","MYS","673","49","2"
"10282","3/17/2020","Maldives","MDV","13","0","0"
"10283","3/17/2020","Mali","MLI","0","0","0"
"10284","3/17/2020","Malta","MLT","38","2","0"
"10285","3/17/2020","Mauritania","MRT","1","0","0"
"10286","3/17/2020","Mauritius","MUS","0","0","0"
"10287","3/17/2020","Mexico","MEX","82","4","0"
"10288","3/17/2020","Moldova","MDA","30","1","0"
"10289","3/17/2020","Monaco","MCO","7","0","0"
"10290","3/17/2020","Mongolia","MNG","5","0","0"
"10291","3/17/2020","Montenegro","MNE","2","0","0"
"10292","3/17/2020","Morocco","MAR","38","1","2"
"10293","3/17/2020","Mozambique","MOZ","0","0","0"
"10294","3/17/2020","Namibia","NAM","2","0","0"
"10295","3/17/2020","Nepal","NPL","1","1","0"
"10296","3/17/2020","Netherlands","NLD","1711","2","43"
"10297","3/17/2020","New Zealand","NZL","12","0","0"
"10298","3/17/2020","Nicaragua","NIC","0","0","0"
"10299","3/17/2020","Niger","NER","0","0","0"
"10300","3/17/2020","Nigeria","NGA","3","0","0"
"10301","3/17/2020","North Macedonia","MKD","26","1","0"
"10302","3/17/2020","Norway","NOR","1463","1","3"
"10303","3/17/2020","Oman","OMN","24","9","0"
"10304","3/17/2020","Pakistan","PAK","236","2","0"
"10305","3/17/2020","Panama","PAN","69","0","1"
"10306","3/17/2020","Papua New Guinea","PNG","0","0","0"
"10307","3/17/2020","Paraguay","PRY","9","0","0"
"10308","3/17/2020","Peru","PER","117","1","0"
"10309","3/17/2020","Philippines","PHL","187","5","12"
"10310","3/17/2020","Poland","POL","238","13","5"
"10311","3/17/2020","Portugal","PRT","448","3","1"
"10312","3/17/2020","Qatar","QAT","439","4","0"
"10313","3/17/2020","Romania","ROU","184","16","0"
"10314","3/17/2020","Russia","RUS","114","8","0"
"10315","3/17/2020","Rwanda","RWA","7","0","0"
"10316","3/17/2020","Saint Kitts and Nevis","KNA","0","0","0"
"10317","3/17/2020","Saint Lucia","LCA","2","0","0"
"10318","3/17/2020","Saint Vincent and the Grenadines","VCT","1","0","0"
"10319","3/17/2020","San Marino","SMR","109","4","7"
"10320","3/17/2020","Sao Tome and Principe","STP","0","0","0"
"10321","3/17/2020","Saudi Arabia","SAU","171","6","0"
"10322","3/17/2020","Senegal","SEN","26","2","0"
"10323","3/17/2020","Serbia","SRB","65","1","0"
"10324","3/17/2020","Seychelles","SYC","4","0","0"
"10325","3/17/2020","Sierra Leone","SLE","0","0","0"
"10326","3/17/2020","Singapore","SGP","266","114","0"
"10327","3/17/2020","Slovakia","SVK","72","0","0"
"10328","3/17/2020","Slovenia","SVN","275","0","1"
"10329","3/17/2020","Somalia","SOM","1","0","0"
"10330","3/17/2020","South Africa","ZAF","62","0","0"
"10331","3/17/2020","South Sudan","SSD","0","0","0"
"10332","3/17/2020","Spain","ESP","11748","1028","533"
"10333","3/17/2020","Sri Lanka","LKA","44","1","0"
"10334","3/17/2020","Sudan","SDN","1","0","1"
"10335","3/17/2020","Suriname","SUR","1","0","0"
"10336","3/17/2020","Sweden","SWE","1190","1","7"
"10337","3/17/2020","Switzerland","CHE","2700","4","27"
"10338","3/17/2020","Syria","SYR","0","0","0"
"10339","3/17/2020","Taiwan*","TWN","77","22","1"
"10340","3/17/2020","Tanzania","TZA","1","0","0"
"10341","3/17/2020","Thailand","THA","177","41","1"
"10342","3/17/2020","Timor-Leste","TLS","0","0","0"
"10343","3/17/2020","Togo","TGO","1","0","0"
"10344","3/17/2020","Trinidad and Tobago","TTO","5","0","0"
"10345","3/17/2020","Tunisia","TUN","24","0","0"
"10346","3/17/2020","Turkey","TUR","47","0","1"
"10347","3/17/2020","US","USA","6421","17","108"
"10348","3/17/2020","Uganda","UGA","0","0","0"
"10349","3/17/2020","Ukraine","UKR","14","0","2"
"10350","3/17/2020","United Arab Emirates","ARE","98","23","0"
"10351","3/17/2020","United Kingdom","GBR","1960","53","56"
"10352","3/17/2020","Uruguay","URY","29","0","0"
"10353","3/17/2020","Uzbekistan","UZB","10","0","0"
"10354","3/17/2020","Venezuela","VEN","33","0","0"
"10355","3/17/2020","Vietnam","VNM","66","16","0"
"10356","3/17/2020","West Bank and Gaza","PSE","39","0","0"
"10357","3/17/2020","Western Sahara","ESH","0","0","0"
"10358","3/17/2020","Yemen","YEM","0","0","0"
"10359","3/17/2020","Zambia","ZMB","0","0","0"
"10360","3/17/2020","Zimbabwe","ZWE","0","0","0"
"10361","3/18/2020","Afghanistan","AFG","22","1","0"
"10362","3/18/2020","Albania","ALB","59","0","2"
"10363","3/18/2020","Algeria","DZA","74","12","7"
"10364","3/18/2020","Andorra","AND","39","1","0"
"10365","3/18/2020","Angola","AGO","0","0","0"
"10366","3/18/2020","Antigua and Barbuda","ATG","1","0","0"
"10367","3/18/2020","Argentina","ARG","79","3","2"
"10368","3/18/2020","Armenia","ARM","84","1","0"
"10369","3/18/2020","Australia","AUS","568","23","6"
"10370","3/18/2020","Austria","AUT","1646","9","4"
"10371","3/18/2020","Azerbaijan","AZE","28","6","1"
"10372","3/18/2020","Bahamas","BHS","1","0","0"
"10373","3/18/2020","Bahrain","BHR","256","88","1"
"10374","3/18/2020","Bangladesh","BGD","14","3","1"
"10375","3/18/2020","Barbados","BRB","2","0","0"
"10376","3/18/2020","Belarus","BLR","51","5","0"
"10377","3/18/2020","Belgium","BEL","1486","31","14"
"10378","3/18/2020","Belize","BLZ","0","0","0"
"10379","3/18/2020","Benin","BEN","2","0","0"
"10380","3/18/2020","Bhutan","BTN","1","0","0"
"10381","3/18/2020","Bolivia","BOL","12","0","0"
"10382","3/18/2020","Bosnia and Herzegovina","BIH","38","2","0"
"10383","3/18/2020","Botswana","BWA","0","0","0"
"10384","3/18/2020","Brazil","BRA","372","2","3"
"10385","3/18/2020","Brunei","BRN","68","0","0"
"10386","3/18/2020","Bulgaria","BGR","92","0","2"
"10387","3/18/2020","Burkina Faso","BFA","20","0","1"
"10388","3/18/2020","Burma","MMR","0","0","0"
"10389","3/18/2020","Burundi","BDI","0","0","0"
"10390","3/18/2020","Cabo Verde","CPV","0","0","0"
"10391","3/18/2020","Cambodia","KHM","35","1","0"
"10392","3/18/2020","Cameroon","CMR","10","0","0"
"10393","3/18/2020","Canada","CAN","657","9","8"
"10394","3/18/2020","Central African Republic","CAF","1","0","0"
"10395","3/18/2020","Chad","TCD","0","0","0"
"10396","3/18/2020","Chile","CHL","238","0","0"
"10397","3/18/2020","China","CHN","81102","69755","3241"
"10398","3/18/2020","Colombia","COL","93","1","0"
"10399","3/18/2020","Congo (Brazzaville)","COG","1","0","0"
"10400","3/18/2020","Congo (Kinshasa)","COD","4","0","0"
"10401","3/18/2020","Costa Rica","CRI","50","0","0"
"10402","3/18/2020","Cote d'Ivoire","CIV","6","1","0"
"10403","3/18/2020","Croatia","HRV","81","4","0"
"10404","3/18/2020","Cuba","CUB","7","0","1"
"10405","3/18/2020","Cyprus","CYP","49","0","0"
"10406","3/18/2020","Czechia","CZE","464","3","0"
"10407","3/18/2020","Denmark","DNK","1116","1","4"
"10408","3/18/2020","Diamond Princess",,"712","325","7"
"10409","3/18/2020","Djibouti","DJI","1","0","0"
"10410","3/18/2020","Dominica","DMA","0","0","0"
"10411","3/18/2020","Dominican Republic","DOM","21","0","1"
"10412","3/18/2020","Ecuador","ECU","111","0","2"
"10413","3/18/2020","Egypt","EGY","196","32","6"
"10414","3/18/2020","El Salvador","SLV","0","0","0"
"10415","3/18/2020","Equatorial Guinea","GNQ","4","0","0"
"10416","3/18/2020","Eritrea","ERI","0","0","0"
"10417","3/18/2020","Estonia","EST","258","1","0"
"10418","3/18/2020","Eswatini","SWZ","1","0","0"
"10419","3/18/2020","Ethiopia","ETH","6","0","0"
"10420","3/18/2020","Fiji","FJI","0","0","0"
"10421","3/18/2020","Finland","FIN","336","10","0"
"10422","3/18/2020","France","FRA","9124","12","149"
"10423","3/18/2020","Gabon","GAB","1","0","0"
"10424","3/18/2020","Gambia","GMB","1","0","0"
"10425","3/18/2020","Georgia","GEO","38","1","0"
"10426","3/18/2020","Germany","DEU","12327","105","28"
"10427","3/18/2020","Ghana","GHA","7","0","0"
"10428","3/18/2020","Greece","GRC","418","8","5"
"10429","3/18/2020","Grenada","GRD","0","0","0"
"10430","3/18/2020","Guatemala","GTM","6","0","1"
"10431","3/18/2020","Guinea","GIN","1","0","0"
"10432","3/18/2020","Guinea-Bissau","GNB","0","0","0"
"10433","3/18/2020","Guyana","GUY","7","0","1"
"10434","3/18/2020","Haiti","HTI","0","0","0"
"10435","3/18/2020","Holy See","VAT","1","0","0"
"10436","3/18/2020","Honduras","HND","9","0","0"
"10437","3/18/2020","Hungary","HUN","58","2","1"
"10438","3/18/2020","Iceland","ISL","250","5","1"
"10439","3/18/2020","India","IND","156","14","3"
"10440","3/18/2020","Indonesia","IDN","227","11","19"
"10441","3/18/2020","Iran","IRN","17361","5389","1135"
"10442","3/18/2020","Iraq","IRQ","164","43","12"
"10443","3/18/2020","Ireland","IRL","292","5","2"
"10444","3/18/2020","Israel","ISR","304","11","0"
"10445","3/18/2020","Italy","ITA","35713","4025","2978"
"10446","3/18/2020","Jamaica","JAM","13","2","0"
"10447","3/18/2020","Japan","JPN","889","144","29"
"10448","3/18/2020","Jordan","JOR","52","1","0"
"10449","3/18/2020","Kazakhstan","KAZ","35","0","0"
"10450","3/18/2020","Kenya","KEN","3","0","0"
"10451","3/18/2020","Korea, South","KOR","8413","1540","84"
"10452","3/18/2020","Kosovo","XKS","0","0","0"
"10453","3/18/2020","Kuwait","KWT","142","15","0"
"10454","3/18/2020","Kyrgyzstan","KGZ","3","0","0"
"10455","3/18/2020","Laos","LAO","0","0","0"
"10456","3/18/2020","Latvia","LVA","71","1","0"
"10457","3/18/2020","Lebanon","LBN","133","3","3"
"10458","3/18/2020","Liberia","LBR","2","0","0"
"10459","3/18/2020","Libya","LBY","0","0","0"
"10460","3/18/2020","Liechtenstein","LIE","28","0","0"
"10461","3/18/2020","Lithuania","LTU","27","1","0"
"10462","3/18/2020","Luxembourg","LUX","203","0","2"
"10463","3/18/2020","MS Zaandam",,"0","0","0"
"10464","3/18/2020","Madagascar","MDG","0","0","0"
"10465","3/18/2020","Malawi","MWI","0","0","0"
"10466","3/18/2020","Malaysia","MYS","790","60","2"
"10467","3/18/2020","Maldives","MDV","13","0","0"
"10468","3/18/2020","Mali","MLI","0","0","0"
"10469","3/18/2020","Malta","MLT","38","2","0"
"10470","3/18/2020","Mauritania","MRT","1","0","0"
"10471","3/18/2020","Mauritius","MUS","3","0","0"
"10472","3/18/2020","Mexico","MEX","93","4","0"
"10473","3/18/2020","Moldova","MDA","30","1","1"
"10474","3/18/2020","Monaco","MCO","7","0","0"
"10475","3/18/2020","Mongolia","MNG","6","0","0"
"10476","3/18/2020","Montenegro","MNE","2","0","0"
"10477","3/18/2020","Morocco","MAR","49","1","2"
"10478","3/18/2020","Mozambique","MOZ","0","0","0"
"10479","3/18/2020","Namibia","NAM","2","0","0"
"10480","3/18/2020","Nepal","NPL","1","1","0"
"10481","3/18/2020","Netherlands","NLD","2058","2","58"
"10482","3/18/2020","New Zealand","NZL","20","0","0"
"10483","3/18/2020","Nicaragua","NIC","0","0","0"
"10484","3/18/2020","Niger","NER","0","0","0"
"10485","3/18/2020","Nigeria","NGA","8","1","0"
"10486","3/18/2020","North Macedonia","MKD","35","1","0"
"10487","3/18/2020","Norway","NOR","1550","1","6"
"10488","3/18/2020","Oman","OMN","39","12","0"
"10489","3/18/2020","Pakistan","PAK","299","2","0"
"10490","3/18/2020","Panama","PAN","86","0","1"
"10491","3/18/2020","Papua New Guinea","PNG","0","0","0"
"10492","3/18/2020","Paraguay","PRY","11","0","0"
"10493","3/18/2020","Peru","PER","145","1","0"
"10494","3/18/2020","Philippines","PHL","202","5","19"
"10495","3/18/2020","Poland","POL","251","13","5"
"10496","3/18/2020","Portugal","PRT","448","3","2"
"10497","3/18/2020","Qatar","QAT","452","4","0"
"10498","3/18/2020","Romania","ROU","260","19","0"
"10499","3/18/2020","Russia","RUS","147","8","0"
"10500","3/18/2020","Rwanda","RWA","8","0","0"
"10501","3/18/2020","Saint Kitts and Nevis","KNA","0","0","0"
"10502","3/18/2020","Saint Lucia","LCA","2","0","0"
"10503","3/18/2020","Saint Vincent and the Grenadines","VCT","1","0","0"
"10504","3/18/2020","San Marino","SMR","119","4","11"
"10505","3/18/2020","Sao Tome and Principe","STP","0","0","0"
"10506","3/18/2020","Saudi Arabia","SAU","171","6","0"
"10507","3/18/2020","Senegal","SEN","31","2","0"
"10508","3/18/2020","Serbia","SRB","83","1","0"
"10509","3/18/2020","Seychelles","SYC","4","0","0"
"10510","3/18/2020","Sierra Leone","SLE","0","0","0"
"10511","3/18/2020","Singapore","SGP","313","114","0"
"10512","3/18/2020","Slovakia","SVK","105","0","1"
"10513","3/18/2020","Slovenia","SVN","275","0","1"
"10514","3/18/2020","Somalia","SOM","1","0","0"
"10515","3/18/2020","South Africa","ZAF","116","0","0"
"10516","3/18/2020","South Sudan","SSD","0","0","0"
"10517","3/18/2020","Spain","ESP","13910","1081","623"
"10518","3/18/2020","Sri Lanka","LKA","51","1","0"
"10519","3/18/2020","Sudan","SDN","2","0","1"
"10520","3/18/2020","Suriname","SUR","1","0","0"
"10521","3/18/2020","Sweden","SWE","1279","1","10"
"10522","3/18/2020","Switzerland","CHE","3028","15","28"
"10523","3/18/2020","Syria","SYR","0","0","0"
"10524","3/18/2020","Taiwan*","TWN","100","22","1"
"10525","3/18/2020","Tanzania","TZA","3","0","0"
"10526","3/18/2020","Thailand","THA","212","42","1"
"10527","3/18/2020","Timor-Leste","TLS","0","0","0"
"10528","3/18/2020","Togo","TGO","1","0","0"
"10529","3/18/2020","Trinidad and Tobago","TTO","7","0","0"
"10530","3/18/2020","Tunisia","TUN","29","0","0"
"10531","3/18/2020","Turkey","TUR","98","0","1"
"10532","3/18/2020","US","USA","7783","105","118"
"10533","3/18/2020","Uganda","UGA","0","0","0"
"10534","3/18/2020","Ukraine","UKR","14","0","2"
"10535","3/18/2020","United Arab Emirates","ARE","113","26","0"
"10536","3/18/2020","United Kingdom","GBR","2642","67","72"
"10537","3/18/2020","Uruguay","URY","50","0","0"
"10538","3/18/2020","Uzbekistan","UZB","15","0","0"
"10539","3/18/2020","Venezuela","VEN","36","0","0"
"10540","3/18/2020","Vietnam","VNM","75","16","0"
"10541","3/18/2020","West Bank and Gaza","PSE","41","0","0"
"10542","3/18/2020","Western Sahara","ESH","0","0","0"
"10543","3/18/2020","Yemen","YEM","0","0","0"
"10544","3/18/2020","Zambia","ZMB","2","0","0"
"10545","3/18/2020","Zimbabwe","ZWE","0","0","0"
"10546","3/19/2020","Afghanistan","AFG","22","1","0"
"10547","3/19/2020","Albania","ALB","64","0","2"
"10548","3/19/2020","Algeria","DZA","87","32","9"
"10549","3/19/2020","Andorra","AND","53","1","0"
"10550","3/19/2020","Angola","AGO","0","0","0"
"10551","3/19/2020","Antigua and Barbuda","ATG","1","0","0"
"10552","3/19/2020","Argentina","ARG","97","3","3"
"10553","3/19/2020","Armenia","ARM","115","1","0"
"10554","3/19/2020","Australia","AUS","681","26","6"
"10555","3/19/2020","Austria","AUT","2013","9","6"
"10556","3/19/2020","Azerbaijan","AZE","44","6","1"
"10557","3/19/2020","Bahamas","BHS","3","0","0"
"10558","3/19/2020","Bahrain","BHR","278","100","1"
"10559","3/19/2020","Bangladesh","BGD","17","3","1"
"10560","3/19/2020","Barbados","BRB","5","0","0"
"10561","3/19/2020","Belarus","BLR","51","5","0"
"10562","3/19/2020","Belgium","BEL","1795","31","21"
"10563","3/19/2020","Belize","BLZ","0","0","0"
"10564","3/19/2020","Benin","BEN","2","0","0"
"10565","3/19/2020","Bhutan","BTN","1","0","0"
"10566","3/19/2020","Bolivia","BOL","12","0","0"
"10567","3/19/2020","Bosnia and Herzegovina","BIH","63","2","0"
"10568","3/19/2020","Botswana","BWA","0","0","0"
"10569","3/19/2020","Brazil","BRA","621","2","6"
"10570","3/19/2020","Brunei","BRN","75","0","0"
"10571","3/19/2020","Bulgaria","BGR","94","0","3"
"10572","3/19/2020","Burkina Faso","BFA","33","0","1"
"10573","3/19/2020","Burma","MMR","0","0","0"
"10574","3/19/2020","Burundi","BDI","0","0","0"
"10575","3/19/2020","Cabo Verde","CPV","0","0","0"
"10576","3/19/2020","Cambodia","KHM","37","1","0"
"10577","3/19/2020","Cameroon","CMR","13","0","0"
"10578","3/19/2020","Canada","CAN","800","9","9"
"10579","3/19/2020","Central African Republic","CAF","1","0","0"
"10580","3/19/2020","Chad","TCD","1","0","0"
"10581","3/19/2020","Chile","CHL","238","0","0"
"10582","3/19/2020","China","CHN","81156","70535","3249"
"10583","3/19/2020","Colombia","COL","102","1","0"
"10584","3/19/2020","Congo (Brazzaville)","COG","3","0","0"
"10585","3/19/2020","Congo (Kinshasa)","COD","14","0","0"
"10586","3/19/2020","Costa Rica","CRI","69","0","1"
"10587","3/19/2020","Cote d'Ivoire","CIV","9","1","0"
"10588","3/19/2020","Croatia","HRV","105","5","1"
"10589","3/19/2020","Cuba","CUB","11","0","1"
"10590","3/19/2020","Cyprus","CYP","67","0","0"
"10591","3/19/2020","Czechia","CZE","694","3","0"
"10592","3/19/2020","Denmark","DNK","1225","1","6"
"10593","3/19/2020","Diamond Princess",,"712","325","7"
"10594","3/19/2020","Djibouti","DJI","1","0","0"
"10595","3/19/2020","Dominica","DMA","0","0","0"
"10596","3/19/2020","Dominican Republic","DOM","34","0","2"
"10597","3/19/2020","Ecuador","ECU","199","0","3"
"10598","3/19/2020","Egypt","EGY","256","32","6"
"10599","3/19/2020","El Salvador","SLV","1","0","0"
"10600","3/19/2020","Equatorial Guinea","GNQ","6","0","0"
"10601","3/19/2020","Eritrea","ERI","0","0","0"
"10602","3/19/2020","Estonia","EST","267","1","0"
"10603","3/19/2020","Eswatini","SWZ","1","0","0"
"10604","3/19/2020","Ethiopia","ETH","6","0","0"
"10605","3/19/2020","Fiji","FJI","1","0","0"
"10606","3/19/2020","Finland","FIN","400","10","0"
"10607","3/19/2020","France","FRA","10970","12","244"
"10608","3/19/2020","Gabon","GAB","1","0","0"
"10609","3/19/2020","Gambia","GMB","1","0","0"
"10610","3/19/2020","Georgia","GEO","40","1","0"
"10611","3/19/2020","Germany","DEU","15320","113","44"
"10612","3/19/2020","Ghana","GHA","11","0","0"
"10613","3/19/2020","Greece","GRC","418","8","6"
"10614","3/19/2020","Grenada","GRD","0","0","0"
"10615","3/19/2020","Guatemala","GTM","9","0","1"
"10616","3/19/2020","Guinea","GIN","1","0","0"
"10617","3/19/2020","Guinea-Bissau","GNB","0","0","0"
"10618","3/19/2020","Guyana","GUY","7","0","1"
"10619","3/19/2020","Haiti","HTI","0","0","0"
"10620","3/19/2020","Holy See","VAT","1","0","0"
"10621","3/19/2020","Honduras","HND","12","0","0"
"10622","3/19/2020","Hungary","HUN","73","2","1"
"10623","3/19/2020","Iceland","ISL","330","5","1"
"10624","3/19/2020","India","IND","194","15","4"
"10625","3/19/2020","Indonesia","IDN","311","11","25"
"10626","3/19/2020","Iran","IRN","18407","5710","1284"
"10627","3/19/2020","Iraq","IRQ","192","43","13"
"10628","3/19/2020","Ireland","IRL","557","5","3"
"10629","3/19/2020","Israel","ISR","427","11","0"
"10630","3/19/2020","Italy","ITA","41035","4440","3405"
"10631","3/19/2020","Jamaica","JAM","15","2","1"
"10632","3/19/2020","Japan","JPN","924","150","29"
"10633","3/19/2020","Jordan","JOR","69","1","0"
"10634","3/19/2020","Kazakhstan","KAZ","44","0","0"
"10635","3/19/2020","Kenya","KEN","7","0","0"
"10636","3/19/2020","Korea, South","KOR","8565","1540","91"
"10637","3/19/2020","Kosovo","XKS","0","0","0"
"10638","3/19/2020","Kuwait","KWT","148","18","0"
"10639","3/19/2020","Kyrgyzstan","KGZ","3","0","0"
"10640","3/19/2020","Laos","LAO","0","0","0"
"10641","3/19/2020","Latvia","LVA","86","1","0"
"10642","3/19/2020","Lebanon","LBN","157","4","4"
"10643","3/19/2020","Liberia","LBR","2","0","0"
"10644","3/19/2020","Libya","LBY","0","0","0"
"10645","3/19/2020","Liechtenstein","LIE","28","0","0"
"10646","3/19/2020","Lithuania","LTU","36","1","0"
"10647","3/19/2020","Luxembourg","LUX","335","0","4"
"10648","3/19/2020","MS Zaandam",,"0","0","0"
"10649","3/19/2020","Madagascar","MDG","0","0","0"
"10650","3/19/2020","Malawi","MWI","0","0","0"
"10651","3/19/2020","Malaysia","MYS","900","75","2"
"10652","3/19/2020","Maldives","MDV","13","0","0"
"10653","3/19/2020","Mali","MLI","0","0","0"
"10654","3/19/2020","Malta","MLT","53","2","0"
"10655","3/19/2020","Mauritania","MRT","2","0","0"
"10656","3/19/2020","Mauritius","MUS","3","0","0"
"10657","3/19/2020","Mexico","MEX","118","4","1"
"10658","3/19/2020","Moldova","MDA","49","1","1"
"10659","3/19/2020","Monaco","MCO","7","0","0"
"10660","3/19/2020","Mongolia","MNG","6","0","0"
"10661","3/19/2020","Montenegro","MNE","3","0","0"
"10662","3/19/2020","Morocco","MAR","63","1","2"
"10663","3/19/2020","Mozambique","MOZ","0","0","0"
"10664","3/19/2020","Namibia","NAM","3","0","0"
"10665","3/19/2020","Nepal","NPL","1","1","0"
"10666","3/19/2020","Netherlands","NLD","2467","2","77"
"10667","3/19/2020","New Zealand","NZL","28","0","0"
"10668","3/19/2020","Nicaragua","NIC","1","0","0"
"10669","3/19/2020","Niger","NER","0","0","0"
"10670","3/19/2020","Nigeria","NGA","8","1","0"
"10671","3/19/2020","North Macedonia","MKD","48","1","0"
"10672","3/19/2020","Norway","NOR","1746","1","7"
"10673","3/19/2020","Oman","OMN","48","12","0"
"10674","3/19/2020","Pakistan","PAK","454","13","2"
"10675","3/19/2020","Panama","PAN","109","0","1"
"10676","3/19/2020","Papua New Guinea","PNG","0","0","0"
"10677","3/19/2020","Paraguay","PRY","11","0","0"
"10678","3/19/2020","Peru","PER","234","1","0"
"10679","3/19/2020","Philippines","PHL","217","8","17"
"10680","3/19/2020","Poland","POL","355","1","5"
"10681","3/19/2020","Portugal","PRT","785","3","3"
"10682","3/19/2020","Qatar","QAT","460","4","0"
"10683","3/19/2020","Romania","ROU","277","25","0"
"10684","3/19/2020","Russia","RUS","199","9","1"
"10685","3/19/2020","Rwanda","RWA","8","0","0"
"10686","3/19/2020","Saint Kitts and Nevis","KNA","0","0","0"
"10687","3/19/2020","Saint Lucia","LCA","2","0","0"
"10688","3/19/2020","Saint Vincent and the Grenadines","VCT","1","0","0"
"10689","3/19/2020","San Marino","SMR","119","4","11"
"10690","3/19/2020","Sao Tome and Principe","STP","0","0","0"
"10691","3/19/2020","Saudi Arabia","SAU","274","6","0"
"10692","3/19/2020","Senegal","SEN","31","2","0"
"10693","3/19/2020","Serbia","SRB","103","1","0"
"10694","3/19/2020","Seychelles","SYC","6","0","0"
"10695","3/19/2020","Sierra Leone","SLE","0","0","0"
"10696","3/19/2020","Singapore","SGP","345","114","0"
"10697","3/19/2020","Slovakia","SVK","123","0","1"
"10698","3/19/2020","Slovenia","SVN","286","0","1"
"10699","3/19/2020","Somalia","SOM","1","0","0"
"10700","3/19/2020","South Africa","ZAF","150","0","0"
"10701","3/19/2020","South Sudan","SSD","0","0","0"
"10702","3/19/2020","Spain","ESP","17963","1107","830"
"10703","3/19/2020","Sri Lanka","LKA","60","3","0"
"10704","3/19/2020","Sudan","SDN","2","0","1"
"10705","3/19/2020","Suriname","SUR","1","0","0"
"10706","3/19/2020","Sweden","SWE","1439","16","11"
"10707","3/19/2020","Switzerland","CHE","4075","15","41"
"10708","3/19/2020","Syria","SYR","0","0","0"
"10709","3/19/2020","Taiwan*","TWN","108","26","1"
"10710","3/19/2020","Tanzania","TZA","6","0","0"
"10711","3/19/2020","Thailand","THA","272","42","1"
"10712","3/19/2020","Timor-Leste","TLS","0","0","0"
"10713","3/19/2020","Togo","TGO","1","0","0"
"10714","3/19/2020","Trinidad and Tobago","TTO","9","0","0"
"10715","3/19/2020","Tunisia","TUN","39","0","1"
"10716","3/19/2020","Turkey","TUR","192","0","3"
"10717","3/19/2020","US","USA","13747","121","200"
"10718","3/19/2020","Uganda","UGA","0","0","0"
"10719","3/19/2020","Ukraine","UKR","16","0","2"
"10720","3/19/2020","United Arab Emirates","ARE","140","31","0"
"10721","3/19/2020","United Kingdom","GBR","2716","67","138"
"10722","3/19/2020","Uruguay","URY","79","0","0"
